,마명,기록,거리,일자,습도,S1화롱,G3화롱,G1화롱,성별,나이,부중,기수,훈련량(분),새기록
4970,리딩히터,1:10.2,800,2015-07-24,12,18,52.2,19.0,암,3,55.0,이재웅,123,70.2
4971,리딩히터,1:19.7,900,2016-03-05,17,18,53.5,19.3,암,3,54.0,나유나,1365,79.7
4972,리메이크,1:08.2,900,2016-11-05,5,16,44.9,16.0,암,2,55.0,문성호,881,68.2
4973,리메이크,1:07.4,900,2016-12-17,13,17,43.1,14.8,암,2,51.0,임재광,1226,67.4
4974,리얼,1:12.0,800,2015-03-14,6,18,53.7,20.5,거,4,54.0,배성아,123,72.0
4975,리얼,1:11.5,800,2016-10-22,14,18,53.7,20.3,거,4,50.0,임재광,373,71.5
4976,리얼,1:10.3,800,2016-09-03,13,19,51.8,18.3,거,4,54.0,문성호,580,70.3
4977,리얼,1:14.6,800,2015-05-16,9,18,56.3,21.2,거,4,54.0,배성아,123,74.6
4978,리얼,1:10.4,800,2016-08-05,9,18,52.2,19.4,거,4,50.0,임재광,987,70.4
4979,리얼,1:13.1,800,2015-02-14,7,18,54.7,20.2,거,4,54.0,배성아,123,73.1
4980,리얼킹,1:14.6,800,2017-04-28,7,19,55.4,20.5,수,5,55.0,유미라,446,74.6
4981,리얼킹,1:13.6,800,2017-02-24,10,18,55.2,20.2,수,5,51.0,이동준,450,73.6
4982,리키스타,1:16.7,800,2019-09-26,4,18,58.3,21.8,거,3,55.0,권동석,123,76.7
4983,리키파워,1:10.6,800,2015-10-02,13,19,51.3,18.4,암,4,57.0,나유나,123,70.6
4984,리키파워,1:08.5,800,2015-05-22,5,17,51.4,19.2,암,4,55.0,나유나,123,68.5
4985,리키파워,1:07.4,800,2015-12-05,12,18,49.4,17.5,암,4,54.0,장우성,123,67.4
4986,리키파워,1:07.8,800,2016-04-01,4,18,50.1,18.6,암,4,56.5,권육,1069,67.8
4987,리키파워,1:16.9,900,2016-04-30,7,18,50.5,18.0,암,4,53.0,문현진,872,76.9
4988,리틀히어로,1:05.8,900,2014-01-18,12,15,43.1,14.4,수,4,54.0,장우성,123,65.8
4989,리틀히어로,1:12.9,1000,2014-05-02,5,15,44.6,16.1,수,4,55.0,전현준,123,72.9
4990,리틀히어로,1:11.4,1000,2014-09-20,9,15,42.1,14.6,수,4,55.0,장우성,123,71.4
4991,리틀히어로,1:28.4,1200,2014-10-11,5,16,43.9,15.1,수,4,57.0,문성호,123,88.4
4992,리틀히어로,1:26.8,1200,2014-11-07,6,16,43.8,14.9,수,4,54.0,김홍권,123,86.8
4993,리틀히어로,1:48.3,1400,2015-01-16,14,16,48.8,18.2,수,4,54.0,문현진,123,108.3
4994,리틀히어로,1:44.9,1400,2014-11-22,5,16,44.8,16.1,수,4,54.0,김홍권,123,104.9
4995,링고,1:04.9,900,2015-04-10,6,16,42.1,14.0,거,3,52.0,김준호,123,64.9
4996,링고,1:10.2,1000,2015-11-06,6,16,41.1,14.4,거,3,55.0,김이랑,123,70.2
4997,링고,1:10.3,1000,2015-05-16,7,16,41.6,14.4,거,3,53.0,김준호,123,70.3
4998,마곡사,1:13.9,800,2014-08-29,17,19,55.0,20.6,수,3,55.0,강수한,123,73.9
4999,마군단,1:13.1,1000,2014-12-12,16,16,43.5,15.1,암,3,55.0,강수한,123,73.1
5000,마군단,1:12.1,1000,2014-11-08,16,16,42.1,13.8,암,3,55.0,강수한,123,72.1
5001,마군단,1:12.4,1000,2014-09-12,5,16,42.5,14.5,암,3,55.0,권육,123,72.4
5002,마군단,1:29.4,1200,2015-02-27,6,16,45.2,15.7,암,3,55.0,권육,123,89.4
5003,마군단,1:28.1,1200,2015-01-10,7,16,44.4,15.5,암,3,55.0,강수한,123,88.1
5004,마군단,1:26.5,1200,2015-07-18,5,16,42.7,14.9,암,3,56.0,권동석,123,86.5
5005,마군단,1:25.8,1200,2015-08-28,6,16,42.7,15.0,암,3,54.5,문성호,123,85.8
5006,마군단,1:44.3,1400,2015-08-15,5,16,43.1,14.6,암,3,55.0,김용섭,123,104.3
5007,마니아,1:06.7,900,2014-03-14,12,15,44.4,16.0,암,5,53.0,권진영,123,66.7
5008,마니아,1:12.5,1000,2014-04-18,7,16,43.1,15.0,암,5,54.0,김정일,123,72.5
5009,마니아,1:10.2,1000,2014-07-19,5,15,41.1,14.2,암,5,54.0,권진영,123,70.2
5010,마니아,1:09.4,1000,2014-09-05,7,15,41.3,14.5,암,5,54.0,전현준,123,69.4
5011,마니아,1:10.4,1000,2014-08-01,14,15,41.9,15.0,암,5,54.0,권진영,123,70.4
5012,마니아,1:26.2,1200,2016-11-04,5,15,43.4,15.4,암,5,50.0,박성광,787,86.2
5013,마니아,1:26.9,1200,2016-01-22,13,15,44.3,15.4,암,5,52.0,원유일,860,86.9
5014,마니아,1:27.1,1200,2015-01-24,8,15,44.2,15.7,암,5,56.5,권진영,123,87.1
5015,마니아,1:28.8,1200,2014-09-27,6,15,45.6,16.4,암,5,56.0,전현준,123,88.8
5016,마니아,1:43.5,1400,2016-11-25,7,16,44.5,16.2,암,5,51.0,박성광,856,103.5
5017,마니아,1:45.9,1400,2014-12-06,20,15,46.8,16.5,암,5,56.0,전현준,123,105.9
5018,마니아,1:42.6,1400,2016-04-02,4,16,44.2,15.5,암,5,52.0,곽용남,865,102.6
5019,마니아,1:43.5,1400,2015-07-10,6,16,44.0,14.7,암,5,55.5,권진영,123,103.5
5020,마니아,1:59.6,1610,2016-02-26,7,16,43.2,14.6,암,5,50.0,문현진,1553,119.6
5021,마두금,1:02.5,900,2016-10-01,16,15,40.6,14.4,암,5,55.0,한영민,522,62.5
5022,마두금,1:05.2,900,2016-06-10,6,16,42.7,15.4,암,5,55.0,한영민,459,65.2
5023,마두금,1:03.2,900,2016-07-08,5,15,41.0,14.4,암,5,55.0,한영민,455,63.2
5024,마두금,1:10.8,1000,2016-09-23,6,15,42.1,15.1,암,5,55.0,한영민,448,70.8
5025,마두금,1:09.8,1000,2017-02-24,10,15,41.5,14.6,암,5,52.0,박성광,285,69.8
5026,마두금,1:12.5,1000,2017-04-21,8,16,43.4,15.3,암,5,50.0,김경휴,1404,72.5
5027,마두금,1:11.2,1000,2016-07-29,4,15,42.9,15.1,암,5,54.0,한영민,1421,71.2
5028,마두금,1:10.9,1000,2016-12-17,10,16,42.5,15.3,암,5,55.0,박성광,1066,70.9
5029,마두금,1:10.5,1000,2016-08-19,8,16,41.3,13.9,암,5,54.0,한영민,602,70.5
5030,마두금,1:27.0,1200,2017-02-10,20,16,44.3,15.9,암,5,53.0,한영민,1007,87.0
5031,마두금,1:45.1,1400,2017-07-29,6,16,46.1,15.5,암,5,53.0,권진영,550,105.1
5032,마두금,1:43.2,1400,2018-02-02,20,17,42.0,14.6,암,5,51.0,심광선,983,103.2
5033,마두금,2:04.1,1610,2018-01-27,17,17,44.2,14.8,암,5,51.0,이성민,379,124.1
5034,마드리드,1:12.4,800,2019-06-05,4,18,47.3,16.7,수,4,56.0,강수한,123,72.4
5035,마라도,1:11.5,1000,2014-01-17,9,15,42.6,14.8,암,4,54.0,이재웅,123,71.5
5036,마라도,1:10.7,1000,2014-02-07,20,15,42.0,15.0,암,4,54.0,김다영,123,70.7
5037,마라도,2:00.6,1610,2014-03-22,4,16,47.6,17.4,암,4,55.5,이재웅,123,120.6
5038,마량,1:03.2,800,2017-12-30,8,17,46.2,16.4,수,10,51.0,이성민,941,63.2
5039,마량,1:05.7,800,2019-07-18,0,17,48.3,16.3,수,10,57.0,김준호,123,65.7
5040,마량,1:11.9,900,2016-05-21,3,17,47.4,16.7,수,10,51.5,나유나,914,71.9
5041,마량,1:20.7,1000,2015-01-30,20,17,48.7,16.7,수,10,52.0,이덕형,123,80.7
5042,마량,1:20.7,1000,2015-12-12,14,17,48.5,16.9,수,10,52.5,문현진,123,80.7
5043,마량,1:22.6,1000,2015-05-29,5,18,49.7,17.5,수,10,59.0,이덕형,123,82.6
5044,마량,1:21.4,1000,2014-05-16,9,17,48.6,16.5,수,10,56.5,전현준,123,81.4
5045,마량,1:25.6,1000,2014-08-02,20,19,49.0,15.8,수,10,55.5,이덕형,123,85.6
5046,마량,1:25.1,1000,2014-10-04,5,18,50.7,17.8,수,10,54.0,이덕형,123,85.1
5047,마량,1:23.7,1000,2016-12-17,10,17,51.0,17.9,수,10,50.0,임재광,881,83.7
5048,마량,1:24.3,1000,2017-09-16,10,17,51.5,18.5,수,10,51.0,문현진,1064,84.3
5049,마량,1:23.1,1000,2016-09-24,5,17,50.0,18.4,수,10,50.0,임재광,635,83.1
5050,마량,1:20.5,1000,2016-02-12,20,17,48.2,16.3,수,10,53.5,원유일,447,80.5
5051,마량,1:23.0,1000,2015-10-23,5,17,50.2,17.5,수,10,52.5,원유일,123,83.0
5052,마량,1:21.6,1000,2016-09-10,5,17,49.3,17.5,수,10,50.0,임재광,1402,81.6
5053,마량,1:31.9,1110,2017-04-28,7,18,49.8,17.3,수,10,51.0,임재광,946,91.9
5054,마량,1:33.1,1110,2014-01-17,9,18,51.4,18.0,수,10,52.0,강수한,123,93.1
5055,마량,1:32.5,1110,2015-04-24,5,19,50.2,17.4,수,10,58.0,이덕형,123,92.5
5056,마량,1:32.6,1110,2015-03-14,6,18,51.1,17.7,수,10,57.5,장우성,123,92.6
5057,마량,1:32.2,1110,2014-03-21,4,18,50.8,18.1,수,10,55.5,나유나,123,92.2
5058,마량,1:34.3,1110,2015-02-13,7,18,51.2,17.7,수,10,52.0,이덕형,123,94.3
5059,마량,1:32.9,1110,2016-02-27,7,18,49.7,16.7,수,10,54.5,장우성,520,92.9
5060,마량,1:32.1,1110,2018-08-18,8,18,49.8,17.7,수,10,51.0,김한남,1327,92.1
5061,마량,1:33.6,1110,2014-10-25,6,19,49.4,17.3,수,10,51.0,이덕형,123,93.6
5062,마량,1:32.8,1110,2018-06-02,6,18,51.2,18.1,수,10,54.5,이소연,445,92.8
5063,마량,1:33.5,1110,2014-01-11,20,18,51.2,17.9,수,10,55.0,나유나,123,93.5
5064,마량,1:31.5,1110,2014-04-19,10,18,49.5,16.2,수,10,55.0,나유나,123,91.5
5065,마량,1:34.6,1110,2015-10-03,7,18,52.5,19.6,수,10,54.0,장우성,123,94.6
5066,마량,1:34.8,1110,2017-07-22,6,18,52.8,19.5,수,10,51.0,박성광,872,94.8
5067,마량,1:32.1,1110,2014-12-13,17,18,50.2,17.7,수,10,50.0,원유일,123,92.1
5068,마량,1:32.6,1110,2018-04-14,17,18,50.9,17.4,수,10,53.5,김한남,516,92.6
5069,마량,1:32.4,1110,2018-03-09,14,19,49.6,17.1,수,10,53.0,김한남,1456,92.4
5070,마량,1:34.9,1110,2015-06-13,5,19,49.9,16.9,수,10,52.0,김준호,123,94.9
5071,마량,1:32.0,1110,2016-07-30,5,18,49.5,16.9,수,10,52.5,장우성,849,92.0
5072,마량,1:32.5,1110,2014-05-31,4,18,50.2,17.1,수,10,56.0,이재웅,123,92.5
5073,마량,1:35.7,1110,2014-08-22,10,19,51.6,18.1,수,10,54.5,이덕형,123,95.7
5074,마량,1:37.5,1110,2018-11-23,7,18,54.6,19.7,수,10,59.0,문성호,1274,97.5
5075,마량,1:42.9,1200,2018-06-16,6,18,51.5,17.3,수,10,59.0,문성호,994,102.9
5076,마량,1:42.1,1200,2018-02-23,7,18,50.7,16.9,수,10,53.0,김한남,446,102.1
5077,마량,1:41.6,1200,2018-08-03,14,18,50.7,17.5,수,10,64.0,전현준,1315,101.6
5078,마량,1:40.9,1200,2016-07-02,18,17,51.4,18.1,수,10,50.0,원유일,522,100.9
5079,마루치,1:06.0,900,2017-09-02,6,16,43.0,14.5,수,2,56.0,강수한,871,66.0
5080,마루치,1:03.5,900,2017-11-04,6,16,41.1,14.2,수,2,56.0,강수한,861,63.5
5081,마루치,1:04.7,900,2017-12-15,10,16,42.1,15.1,수,2,56.0,강수한,725,64.7
5082,마르스,1:07.2,900,2015-11-07,20,16,44.2,15.7,암,3,55.0,장우성,123,67.2
5083,마르스,1:08.8,900,2015-06-06,8,16,45.8,16.7,암,3,54.0,배성아,123,68.8
5084,마리아,1:03.5,900,2015-11-27,18,16,41.4,14.6,암,4,55.0,문성호,123,63.5
5085,마리아,1:09.0,900,2015-08-15,5,16,45.4,15.3,암,4,55.0,문성호,123,69.0
5086,마리아,1:09.4,1000,2016-02-19,10,16,40.9,14.2,암,4,54.0,문성호,587,69.4
5087,마리아,1:11.1,1000,2016-01-22,13,16,41.5,14.0,암,4,54.0,문성호,595,71.1
5088,마리아,1:24.2,1200,2016-04-29,12,16,40.6,13.6,암,4,52.5,김홍권,382,84.2
5089,마리아,1:24.7,1200,2017-02-11,20,15,42.9,14.9,암,4,52.5,김홍권,873,84.7
5090,마리아,1:23.8,1200,2017-03-10,6,16,41.9,14.7,암,4,52.0,김홍권,521,83.8
5091,마리아,1:24.6,1200,2016-03-26,4,16,42.8,14.7,암,4,54.0,문성호,891,84.6
5092,마리아,1:41.1,1400,2017-04-08,10,16,42.8,14.5,암,4,57.5,문현진,904,101.1
5093,마리아,1:40.8,1400,2017-05-20,6,15,41.5,13.3,암,4,59.0,김홍권,1291,100.8
5094,마리아,1:43.4,1400,2016-10-28,20,15,45.6,16.4,암,4,51.5,김홍권,650,103.4
5095,마리아,1:59.8,1610,2017-09-15,6,16,44.2,15.3,암,4,59.0,문현진,440,119.8
5096,마리아,1:57.9,1610,2016-05-21,3,16,43.3,15.3,암,4,55.0,문성호,732,117.9
5097,마리아,1:59.1,1610,2017-01-21,14,16,45.4,15.6,암,4,51.5,안득수,869,119.1
5098,마리아,2:00.0,1610,2017-06-16,6,16,42.7,14.8,암,4,63.0,김홍권,365,120.0
5099,마리아,1:57.3,1610,2017-03-18,6,16,43.3,14.7,암,4,51.0,김홍권,292,117.3
5100,마리아,2:06.2,1700,2017-08-05,6,15,45.1,16.0,암,4,55.5,문현진,343,126.2
5101,마리아,2:04.1,1700,2017-09-23,6,15,41.6,14.3,암,4,51.5,문현진,508,124.1
5102,마리아,2:15.8,1800,2017-07-22,6,16,45.5,16.6,암,4,61.0,문현진,586,135.8
5103,마리오,1:07.7,900,2014-10-04,5,17,43.0,14.2,수,3,51.0,김준호,123,67.7
5104,마리오,1:09.4,1000,2015-02-28,6,16,39.6,13.5,수,3,53.0,김준호,123,69.4
5105,마리오,1:11.5,1000,2014-11-28,18,16,41.5,14.0,수,3,51.0,김준호,123,71.5
5106,마리오,1:12.0,1000,2014-11-01,20,16,41.6,14.4,수,3,51.0,김준호,123,72.0
5107,마리오,1:28.0,1200,2015-02-14,7,16,43.1,14.4,수,3,53.0,김준호,123,88.0
5108,마리오,1:46.7,1400,2015-03-20,11,16,43.2,13.8,수,3,57.0,문성호,123,106.7
5109,마림바,1:05.8,900,2014-01-10,20,16,42.4,13.9,수,3,53.0,강수한,123,65.8
5110,마림바,1:13.3,1000,2014-03-07,6,17,42.2,14.7,수,3,53.0,강수한,123,73.3
5111,마림바,1:11.3,1000,2014-03-28,9,16,40.7,13.5,수,3,53.0,강수한,123,71.3
5112,마림바,1:10.7,1000,2014-05-02,5,16,42.3,14.5,수,3,55.0,강수한,123,70.7
5113,마마공주,1:08.0,800,2019-12-20,12,17,50.8,18.3,암,3,56.5,김대연,943,68.0
5114,마마공주,1:06.7,800,2019-10-19,8,17,49.6,17.6,암,3,56.0,김대연,1350,66.7
5115,마마공주,1:07.9,800,2019-09-06,20,17,50.6,17.4,암,3,56.0,박성광,726,67.9
5116,마마공주,1:08.8,800,2019-08-10,4,18,51.2,18.1,암,3,54.0,김대연,590,68.8
5117,마마공주,1:30.3,1000,2020-01-03,12,18,56.4,20.8,암,3,53.5,김대연,946,90.3
5118,마마공주,1:27.6,1000,2020-02-08,6,17,53.4,19.2,암,3,57.0,박성광,1429,87.6
5119,마법,1:06.3,900,2016-08-26,5,16,43.0,14.5,암,3,55.0,문성호,521,66.3
5120,마법,1:05.7,900,2016-06-24,11,16,42.2,15.0,암,3,55.0,김이랑,877,65.7
5121,마법,1:05.1,900,2016-07-23,5,16,42.2,14.7,암,3,55.0,김이랑,225,65.1
5122,마법,1:07.3,900,2016-04-29,12,17,43.6,15.0,암,3,55.0,권동석,652,67.3
5123,마법사,1:11.0,800,2019-10-31,4,18,45.6,15.1,거,4,57.0,이성민,123,71.0
5124,마법여행,1:07.1,900,2015-03-14,6,16,44.1,15.7,암,3,55.0,김이랑,123,67.1
5125,마법여행,1:05.6,900,2015-06-13,5,16,42.2,14.3,암,3,55.0,안득수,123,65.6
5126,마법여행,1:05.8,900,2015-04-03,18,16,43.1,15.5,암,3,55.0,강수한,123,65.8
5127,마법여행,1:12.3,1000,2015-07-10,6,16,43.3,15.3,암,3,54.0,안득수,123,72.3
5128,마법여행,1:14.4,1000,2015-12-05,12,16,44.6,16.3,암,3,54.0,김이랑,123,74.4
5129,마블,1:12.1,800,2019-06-05,4,20,52.5,18.2,거,4,56.0,곽용남,123,72.1
5130,마블,1:09.0,800,2019-11-23,6,18,50.6,17.5,거,4,58.0,강수한,501,69.0
5131,마블,1:08.4,800,2019-10-04,12,18,50.3,17.5,거,4,55.0,문성호,659,68.4
5132,마블,1:15.5,800,2019-03-07,13,20,55.5,19.9,거,4,56.0,김이랑,123,75.5
5133,마블,1:16.0,900,2020-01-10,14,17,50.6,18.3,거,4,54.0,권동석,465,76.0
5134,마블,1:16.1,900,2020-02-14,13,17,50.7,18.3,거,4,56.5,강수한,573,76.1
5135,마스터,1:03.1,900,2015-04-24,5,15,41.3,14.1,암,4,55.0,김주희,123,63.1
5136,마스터,1:05.4,900,2015-03-27,5,16,42.6,15.1,암,4,55.0,김주희,123,65.4
5137,마스터,1:11.0,1000,2015-05-22,5,15,42.3,14.8,암,4,54.0,김홍권,123,71.0
5138,마스터,1:26.8,1200,2015-10-23,5,16,43.3,14.9,암,4,55.0,김홍권,123,86.8
5139,마스터,1:27.2,1200,2015-07-31,4,17,41.3,13.6,암,4,55.0,김주희,123,87.2
5140,마스터,1:46.5,1400,2016-04-02,4,16,47.3,16.6,암,4,52.0,김주희,721,106.5
5141,마스터,1:46.2,1400,2015-12-26,10,16,45.9,16.2,암,4,56.0,김홍권,123,106.2
5142,마스터,1:46.5,1400,2015-10-09,5,17,45.7,16.4,암,4,55.0,김주희,123,106.5
5143,마야,1:08.4,800,2019-05-03,4,18,50.2,18.6,암,4,58.0,문현진,519,68.4
5144,마야,1:08.1,800,2019-03-01,6,18,50.6,18.7,암,4,57.0,권동석,594,68.1
5145,마야,1:06.5,800,2019-11-01,4,17,49.2,17.5,암,4,57.0,전현준,722,66.5
5146,마야,1:06.0,800,2019-09-28,14,18,48.5,16.8,암,4,54.5,김경훈,655,66.0
5147,마야,1:08.6,800,2018-12-01,6,17,51.4,18.7,암,4,55.0,전현준,883,68.6
5148,마야,1:09.3,800,2019-01-10,7,18,51.6,18.0,암,4,55.0,권동석,123,69.3
5149,마야,1:08.1,800,2018-10-20,6,17,50.7,19.0,암,4,52.0,김대연,668,68.1
5150,마야,1:18.5,900,2019-11-15,4,18,51.6,18.3,암,4,53.5,박성광,598,78.5
5151,마야,1:17.2,900,2019-02-16,6,18,51.7,18.5,암,4,55.5,권동석,670,77.2
5152,마야,1:20.2,900,2019-03-29,4,18,53.6,20.3,암,4,56.5,김준호,1391,80.2
5153,마운틴,1:11.6,1000,2015-09-18,9,15,43.7,15.8,수,2,55.0,김대연,123,71.6
5154,마운틴,1:12.9,1000,2015-07-17,5,16,44.2,15.9,수,2,55.0,김홍권,123,72.9
5155,마운틴,1:12.2,1000,2015-08-21,12,16,42.6,15.0,수,2,55.0,김대연,123,72.2
5156,마음이,1:13.1,800,2014-01-17,9,19,54.3,19.0,암,4,55.0,장우성,123,73.1
5157,마음이,1:08.3,800,2015-08-01,4,18,50.5,18.6,암,4,53.0,장우성,123,68.3
5158,마음이,1:09.7,800,2014-12-05,19,18,51.3,18.1,암,4,57.0,장우성,123,69.7
5159,마음이,1:10.1,800,2014-10-31,20,19,50.9,18.1,암,4,54.0,이덕형,123,70.1
5160,마음이,1:08.8,800,2014-08-30,12,19,50.0,17.3,암,4,55.0,장우성,123,68.8
5161,마음이,1:09.5,800,2014-12-13,17,19,50.4,18.0,암,4,55.0,전현준,123,69.5
5162,마음이,1:07.8,800,2014-07-05,18,19,49.0,16.5,암,4,55.0,곽용남,123,67.8
5163,마음이,1:10.8,800,2015-02-06,12,19,52.1,18.9,암,4,53.0,이덕형,123,70.8
5164,마음이,1:19.5,900,2015-04-17,6,18,52.4,18.7,암,4,55.5,장우성,123,79.5
5165,마음이,1:19.0,900,2015-03-28,4,19,51.8,17.7,암,4,54.0,문성호,123,79.0
5166,마의질주,1:07.7,800,2018-08-31,6,19,49.1,17.1,거,8,56.0,이동준,514,67.7
5167,마의질주,1:08.4,800,2015-07-11,20,19,49.7,16.3,거,8,55.0,안득수,123,68.4
5168,마의질주,1:05.6,800,2017-03-04,5,18,47.6,17.0,거,8,51.0,김대연,1070,65.6
5169,마의질주,1:09.6,800,2019-05-16,4,19,50.6,17.4,거,8,57.0,전현준,123,69.6
5170,마의질주,1:06.1,800,2016-07-08,5,18,48.0,17.1,거,8,54.5,곽용남,591,66.1
5171,마의질주,1:09.1,800,2015-09-11,4,19,50.3,17.2,거,8,57.0,안득수,123,69.1
5172,마의질주,1:08.4,800,2015-08-15,5,18,50.0,17.5,거,8,57.0,안득수,123,68.4
5173,마의질주,1:07.0,800,2016-04-09,8,19,48.3,17.0,거,8,54.5,김준호,947,67.0
5174,마의질주,1:20.0,900,2018-03-24,8,19,52.9,19.5,거,8,53.5,이동준,653,80.0
5175,마의질주,1:15.9,900,2016-07-29,4,18,49.7,18.1,거,8,53.0,권진영,445,75.9
5176,마의질주,1:17.9,900,2018-04-13,6,18,50.8,18.0,거,8,52.5,이동준,577,77.9
5177,마의질주,1:17.3,900,2016-03-25,4,18,50.4,17.2,거,8,53.5,김준호,657,77.3
5178,마의질주,1:17.9,900,2016-04-29,14,19,50.3,16.7,거,8,55.0,김준호,439,77.9
5179,마의질주,1:17.5,900,2018-06-08,6,18,51.5,18.5,거,8,58.5,김대연,509,77.5
5180,마의질주,1:21.3,900,2018-01-20,8,18,55.1,20.5,거,8,51.0,이동준,590,81.3
5181,마의질주,1:15.9,900,2019-08-09,4,18,49.6,17.3,거,8,55.5,권동석,1063,75.9
5182,마의질주,1:15.8,900,2018-08-10,6,18,50.3,17.8,거,8,53.0,권동석,776,75.8
5183,마의질주,1:19.9,900,2018-05-18,14,18,52.6,18.8,거,8,54.5,이동준,382,79.9
5184,마의질주,1:19.2,900,2018-02-23,7,18,53.0,19.2,거,8,57.0,권동석,1325,79.2
5185,마의질주,1:16.8,900,2019-02-15,8,18,50.0,17.5,거,8,56.5,권동석,722,76.8
5186,마의질주,1:28.0,1000,2019-04-12,11,18,52.8,18.8,거,8,56.5,권진영,995,88.0
5187,마의질주,1:26.9,1000,2018-09-14,10,19,50.5,17.0,거,8,51.0,이동준,603,86.9
5188,마의질주,1:25.1,1000,2018-07-06,15,18,50.8,17.7,거,8,53.0,권동석,459,85.1
5189,마의질주,1:28.2,1000,2019-01-11,8,19,51.3,17.9,거,8,52.0,이소연,442,88.2
5190,마의질주,1:28.6,1000,2020-01-03,12,18,54.2,19.7,거,8,57.0,전현준,497,88.6
5191,마의질주,1:27.2,1000,2018-10-19,6,18,52.2,18.7,거,8,51.0,문현진,373,87.2
5192,마의질주,1:26.1,1000,2018-11-30,6,18,51.3,17.5,거,8,51.0,이동준,723,86.1
5193,마의질주,1:26.8,1000,2019-03-02,6,19,50.4,16.9,거,8,56.0,권동석,511,86.8
5194,마의질주,1:30.4,1000,2018-03-17,8,18,55.0,20.7,거,8,51.0,원유일,729,90.4
5195,마의질주,1:27.9,1000,2019-07-05,4,19,52.0,18.5,거,8,54.5,권동석,716,87.9
5196,마의질주,1:27.1,1000,2016-06-18,5,19,50.2,16.5,거,8,53.5,곽용남,710,87.1
5197,마의질주,1:27.5,1000,2019-05-24,4,19,52.7,18.7,거,8,56.0,권동석,586,87.5
5198,마이킹덤,1:06.0,900,2015-11-21,14,16,42.9,14.8,암,3,55.0,문성호,123,66.0
5199,마이킹덤,1:06.1,900,2015-12-18,16,16,42.9,14.8,암,3,55.0,문성호,123,66.1
5200,마이킹덤,1:05.3,900,2016-01-08,11,16,42.1,14.7,암,3,55.0,문성호,516,65.3
5201,마이킹덤,1:11.6,1000,2016-02-19,10,17,40.8,13.5,암,3,54.0,문성호,725,71.6
5202,마이킹덤,1:12.4,1000,2016-04-29,14,16,43.0,15.5,암,3,54.0,문성호,508,72.4
5203,마이킹덤,1:11.6,1000,2016-06-10,6,16,42.7,15.4,암,3,54.0,문성호,449,71.6
5204,마이킹덤,1:11.4,1000,2016-03-25,4,16,41.9,14.6,암,3,54.0,문성호,740,71.4
5205,마인드,1:16.0,800,2014-10-11,5,18,58.4,23.6,암,6,55.0,권진영,123,76.0
5206,마인드,1:08.4,800,2015-10-10,5,19,49.3,16.7,암,6,54.0,배성아,123,68.4
5207,마인드,1:08.4,800,2016-06-04,15,18,50.0,18.1,암,6,53.5,김이랑,377,68.4
5208,마인드,1:05.5,800,2016-11-26,7,19,47.0,16.7,암,6,53.0,원유일,371,65.5
5209,마인드,1:05.1,800,2017-03-04,5,17,47.7,17.1,암,6,51.0,원유일,374,65.1
5210,마인드,1:12.0,800,2014-04-18,7,18,53.7,19.9,암,6,55.0,김정일,123,72.0
5211,마인드,1:08.9,800,2014-06-14,4,17,51.6,19.0,암,6,54.0,권진영,123,68.9
5212,마인드,1:06.7,800,2015-12-05,12,18,48.3,16.9,암,6,56.0,배성아,123,66.7
5213,마인드,1:15.4,900,2016-11-11,13,18,49.2,17.7,암,6,54.0,문현진,773,75.4
5214,마인드,1:17.5,900,2015-12-12,14,18,50.6,17.9,암,6,56.5,배성아,123,77.5
5215,마인드,1:16.8,900,2017-02-03,10,18,50.1,17.1,암,6,51.5,원유일,626,76.8
5216,마인드,1:19.2,900,2016-04-30,7,18,53.3,19.8,암,6,54.5,김이랑,381,79.2
5217,마인드,1:17.5,900,2015-11-21,15,18,51.1,18.3,암,6,56.5,배성아,123,77.5
5218,마인드,1:17.6,900,2016-11-04,5,18,50.7,17.3,암,6,56.5,안득수,447,77.6
5219,마인드,1:16.3,900,2017-02-10,20,16,52.9,18.8,암,6,51.5,원유일,844,76.3
5220,마인드,1:27.3,1000,2017-04-15,7,19,51.6,18.5,암,6,52.5,권동석,374,87.3
5221,마포대로,1:05.6,900,2017-06-09,6,15,43.5,15.6,수,3,52.0,이동준,1558,65.6
5222,마하고고,1:09.9,1000,2014-03-07,6,15,42.1,14.9,암,3,54.0,문성호,123,69.9
5223,마하고고,1:11.6,1000,2014-01-24,7,16,42.2,14.1,암,3,54.0,김대연,123,71.6
5224,마하고고,1:26.0,1200,2014-04-12,4,15,43.3,14.6,암,3,56.0,문성호,123,86.0
5225,마하고고,1:43.6,1400,2014-05-09,4,16,43.9,14.7,암,3,57.0,안득수,123,103.6
5226,마하고고,1:57.8,1610,2014-05-30,4,16,43.5,14.5,암,3,55.0,문성호,123,117.8
5227,마하고고,1:58.0,1610,2014-06-20,6,16,43.8,15.4,암,3,56.0,안득수,123,118.0
5228,마하고속,1:10.3,800,2019-12-07,8,17,53.0,20.0,수,3,56.0,원유일,883,70.3
5229,마하고속,1:11.7,800,2019-11-02,4,18,54.1,19.6,수,3,56.0,원유일,814,71.7
5230,마하일호,1:03.9,900,2016-05-13,6,16,41.2,14.3,암,3,55.0,김이랑,510,63.9
5231,마하일호,1:04.5,900,2016-04-15,8,16,42.3,15.0,암,3,55.0,김이랑,576,64.5
5232,마하일호,1:06.3,900,2016-01-15,8,16,43.5,15.2,암,3,55.0,김경훈,801,66.3
