,마명,기록,거리,일자,습도,S1화롱,G3화롱,G1화롱,성별,나이,부중,기수,훈련량(분),새기록
0,가거도,1:08.2,800,2019-03-01,6,19,49.7,18.0,수,6,55.5,김이랑,382,68.2
1,가거도,1:10.2,800,2018-02-02,20,18,52.4,19.5,수,6,51.0,김한남,580,70.2
2,가거도,1:06.5,800,2019-09-20,4,18,48.5,17.8,수,6,53.5,김이랑,299,66.5
3,가거도,1:09.1,800,2017-06-30,12,18,50.9,18.4,수,6,55.0,김이랑,652,69.1
4,가거도,1:09.1,800,2017-07-14,6,18,50.7,18.2,수,6,55.0,김이랑,512,69.1
5,가거도,1:11.3,800,2018-04-27,6,18,53.4,19.6,수,6,51.0,김한남,575,71.3
6,가거도,1:10.2,800,2017-12-02,6,18,52.3,19.2,수,6,51.0,김한남,727,70.2
7,가거도,1:10.6,800,2017-08-25,8,18,52.2,19.6,수,6,56.0,김이랑,443,70.6
8,가거도,1:08.8,800,2018-03-24,8,18,51.3,18.6,수,6,51.0,김한남,589,68.8
9,가거도,1:10.2,800,2018-05-25,8,19,51.3,18.2,수,6,53.0,김이랑,519,70.2
10,가거도,1:09.2,800,2018-08-24,13,18,51.0,18.7,수,6,55.0,김경훈,371,69.2
11,가거도,1:11.5,800,2018-10-06,20,18,53.2,19.7,수,6,56.0,유미라,358,71.5
12,가거도,1:17.8,900,2018-07-14,6,18,51.1,18.3,수,6,54.5,김이랑,379,77.8
13,가거도,1:17.7,900,2018-09-08,12,18,51.2,18.4,수,6,53.0,유미라,199,77.7
14,가거도,1:18.7,900,2018-11-02,6,18,52.1,18.9,수,6,56.0,유미라,386,78.7
15,가거도,1:18.9,900,2018-11-30,6,18,51.9,18.2,수,6,55.5,김이랑,859,78.9
16,가거도,1:18.6,900,2019-01-12,14,18,52.8,18.8,수,6,55.5,김이랑,528,78.6
17,가거도,1:19.8,900,2017-12-15,10,18,52.9,18.1,수,6,54.0,박성광,679,79.8
18,가거도,1:22.2,900,2017-09-16,10,18,55.4,20.0,수,6,53.0,김한남,507,82.2
19,가거도,1:17.9,900,2019-03-15,4,18,51.4,18.1,수,6,55.5,김이랑,504,77.9
20,가거도,1:18.4,900,2019-04-26,8,18,52.6,19.2,수,6,56.0,곽용남,508,78.4
21,가거도,1:16.7,900,2019-05-25,4,18,50.3,17.5,수,6,57.5,나유나,513,76.7
22,가거도,1:17.6,900,2019-08-02,4,18,51.5,18.7,수,6,55.5,김이랑,446,77.6
23,가거도,1:20.7,900,2017-09-08,7,18,54.5,19.8,수,6,52.0,김한남,652,80.7
24,가거도,1:16.1,900,2019-07-05,4,17,50.4,18.0,수,6,53.5,곽용남,526,76.1
25,가고파,1:08.2,900,2016-01-23,20,16,45.8,17.3,암,3,55.0,이재웅,723,68.2
26,가고파,1:13.8,1000,2015-09-11,4,15,45.0,16.4,암,3,54.0,김용섭,123,73.8
27,가고파,1:13.0,1000,2016-03-12,7,16,42.8,14.9,암,3,54.0,이재웅,1062,73.0
28,가고파,1:15.0,1000,2015-10-24,5,16,45.4,15.9,암,3,54.0,김용섭,123,75.0
29,가로수,1:11.6,800,2018-04-20,6,19,52.3,18.3,거,6,56.0,김이랑,791,71.6
30,가로수,1:12.2,800,2019-06-13,4,19,53.6,18.9,거,6,57.0,곽용남,123,72.2
31,가로수,1:12.4,800,2018-05-04,6,19,53.1,18.0,거,6,56.0,김이랑,524,72.4
32,가로수,1:11.7,800,2018-03-30,6,18,53.3,18.3,거,6,56.0,김이랑,792,71.7
33,가리사니,1:11.2,800,2014-04-05,4,18,53.3,19.1,암,5,54.0,장우성,123,71.2
34,가리사니,1:09.3,800,2014-05-09,4,18,51.4,17.6,암,5,55.0,전현준,123,69.3
35,가리사니,1:16.4,900,2015-05-16,9,17,51.8,19.0,암,5,59.5,곽용남,123,76.4
36,가리사니,1:17.4,900,2016-02-13,20,17,52.6,19.7,암,5,57.0,문현진,449,77.4
37,가리사니,1:15.5,900,2014-06-13,5,17,50.8,18.3,암,5,56.0,김대연,123,75.5
38,가리사니,1:11.9,900,2016-06-10,6,17,47.3,16.7,암,5,56.0,문현진,1473,71.9
39,가리사니,1:25.2,1000,2016-07-01,18,17,52.0,18.9,암,5,58.0,문현진,525,85.2
40,가리사니,1:23.2,1000,2016-03-26,4,17,51.0,19.2,암,5,54.5,문현진,726,83.2
41,가리사니,1:23.8,1000,2015-04-18,15,18,50.5,18.4,암,5,59.5,김대연,123,83.8
42,가리사니,1:23.9,1000,2015-03-13,6,17,50.5,17.5,암,5,58.0,김대연,123,83.9
43,가리사니,1:24.0,1000,2014-09-12,5,17,51.1,18.2,암,5,59.0,장우성,123,84.0
44,가리사니,1:34.6,1110,2016-04-29,12,18,52.7,18.4,암,5,52.0,문현진,1597,94.6
45,가리왕산,1:07.8,800,2016-11-18,6,19,48.9,16.8,수,5,54.0,문현진,449,67.8
46,가리왕산,1:09.7,800,2015-03-20,14,18,51.6,18.3,수,5,54.0,문현진,123,69.7
47,가리왕산,1:07.2,800,2015-06-06,10,18,49.5,17.3,수,5,56.0,장우성,123,67.2
48,가리왕산,1:10.1,800,2015-03-06,7,19,51.5,18.5,수,5,53.0,문현진,123,70.1
49,가리왕산,1:07.2,800,2016-03-05,17,19,48.7,16.9,수,5,53.0,김홍권,1004,67.2
50,가리왕산,1:11.3,800,2014-12-12,16,19,52.4,18.1,수,5,56.0,장우성,123,71.3
51,가리왕산,1:08.4,800,2015-08-28,6,19,49.8,16.9,수,5,56.0,문현진,123,68.4
52,가리왕산,1:08.4,800,2015-07-24,12,18,50.3,17.6,수,5,56.0,문현진,123,68.4
53,가리왕산,1:07.1,800,2015-12-05,12,18,49.0,17.4,수,5,53.0,문현진,123,67.1
54,가리왕산,1:07.4,800,2016-12-02,7,18,49.1,17.2,수,5,53.0,문현진,645,67.4
55,가리왕산,1:18.0,900,2016-11-04,5,18,51.2,17.8,수,5,54.0,문현진,1132,78.0
56,가리왕산,1:17.8,900,2016-04-30,7,19,50.4,17.5,수,5,52.5,김홍권,1275,77.8
57,가리왕산,1:18.0,900,2015-10-16,5,18,51.6,18.1,수,5,53.5,문현진,123,78.0
58,가리왕산,1:18.7,900,2015-12-25,12,18,51.7,18.2,수,5,54.0,문현진,123,78.7
59,가리왕산,1:19.4,900,2017-02-10,20,18,53.4,19.0,수,5,51.0,문현진,369,79.4
60,가리왕산,1:18.1,900,2015-10-02,9,18,51.6,17.9,수,5,53.0,문현진,123,78.1
61,가마리,1:07.6,800,2014-04-19,10,18,50.0,18.2,거,6,56.0,강성,123,67.6
62,가마리,1:21.4,900,2014-06-06,6,18,55.6,20.5,거,6,57.0,문성호,123,81.4
63,가문의전설,1:05.0,800,2017-08-25,8,17,47.6,16.7,암,5,57.5,곽용남,662,65.0
64,가문의전설,1:07.1,800,2016-03-05,17,18,49.5,18.3,암,5,58.0,김용섭,1494,67.1
65,가문의전설,1:06.5,800,2016-01-09,11,17,49.1,17.8,암,5,55.0,김용섭,940,66.5
66,가문의전설,1:03.1,800,2017-07-21,6,17,46.0,16.2,암,5,52.5,곽용남,1337,63.1
67,가문의전설,1:06.1,800,2017-01-20,12,17,49.0,17.4,암,5,57.0,김용섭,507,66.1
68,가문의전설,1:05.2,800,2016-12-03,6,17,47.9,17.3,암,5,58.0,김준호,660,65.2
69,가문의전설,1:06.9,800,2016-10-21,12,18,49.4,17.9,암,5,56.5,김용섭,604,66.9
70,가문의전설,1:17.6,900,2017-01-13,10,17,52.6,19.5,암,5,57.5,김준호,733,77.6
71,가문의전설,1:18.2,900,2016-03-19,10,18,52.7,19.1,암,5,57.5,김용섭,723,78.2
72,가보신화,1:08.3,800,2019-03-30,4,18,50.4,18.4,거,4,55.5,이성민,923,68.3
73,가보신화,1:09.8,800,2018-11-02,6,18,51.9,18.7,거,4,53.0,권진영,442,69.8
74,가보신화,1:10.0,800,2019-11-07,4,18,51.7,19.0,거,4,57.0,이성민,442,70.0
75,가보신화,1:09.6,800,2018-12-14,13,18,51.9,18.6,거,4,51.0,이성민,508,69.6
76,가보신화,1:10.2,800,2019-12-19,14,18,52.1,19.0,거,4,57.0,전현준,442,70.2
77,가보신화,1:09.1,800,2019-01-26,3,18,51.3,18.8,거,4,54.0,이성민,1507,69.1
78,가보신화,1:10.6,800,2019-08-01,4,18,52.4,20.0,거,4,57.0,이성민,442,70.6
79,가보신화,1:18.2,900,2019-08-16,11,17,53.1,19.9,거,4,56.5,이성민,215,78.2
80,가보신화,1:21.1,900,2019-04-13,6,18,54.9,19.8,거,4,55.0,이성민,873,81.1
81,가보신화,1:17.1,900,2019-03-01,6,17,51.6,18.8,거,4,52.5,이성민,445,77.1
82,가보신화,1:16.9,900,2019-09-06,20,18,51.2,18.4,거,4,53.0,이성민,220,76.9
83,가보신화,1:16.5,900,2020-01-10,14,18,50.0,17.8,거,4,55.5,김이랑,506,76.5
84,가보신화,1:27.1,1000,2019-12-06,10,18,52.8,18.8,거,4,56.5,문현진,1169,87.1
85,가선대부,1:06.4,900,2014-05-23,5,16,43.1,15.0,수,2,55.0,한영민,123,66.4
86,가선대부,1:15.8,1000,2014-06-13,5,16,46.4,17.4,수,2,55.0,이재웅,123,75.8
87,가성비,1:08.5,800,2018-09-14,10,18,50.6,18.7,거,4,57.5,권동석,1125,68.5
88,가성비,1:07.3,800,2019-05-17,4,18,49.5,17.6,거,4,55.5,김대연,524,67.3
89,가성비,1:07.8,800,2018-07-06,13,17,50.5,18.3,거,4,56.0,권동석,747,67.8
90,가성비,1:06.5,800,2019-10-10,4,18,48.7,17.5,거,4,57.0,권동석,123,66.5
91,가성비,1:11.3,800,2018-11-30,6,17,53.9,20.4,거,4,56.5,권동석,1142,71.3
92,가성비,1:07.6,800,2019-12-27,15,17,50.3,18.7,거,4,59.0,권진영,519,67.6
93,가성비,1:08.4,800,2018-08-03,18,17,51.3,19.5,거,4,56.0,권동석,529,68.4
94,가성비,1:08.9,800,2018-08-17,10,17,51.6,19.4,거,4,56.0,권동석,515,68.9
95,가성비,1:18.6,900,2019-05-24,4,18,52.1,18.1,거,4,57.0,권동석,227,78.6
96,가성비,1:17.6,900,2019-04-19,4,18,51.9,18.3,거,4,55.0,문현진,1272,77.6
97,가성비,1:16.1,900,2019-06-21,5,18,49.1,17.3,거,4,56.0,권동석,1058,76.1
98,가성비,1:26.8,1000,2019-08-02,4,18,51.9,18.6,거,4,54.5,권동석,515,86.8
99,가성비,1:26.1,1000,2019-08-23,11,18,50.6,17.8,거,4,53.0,권동석,582,86.1
100,가성비,1:26.1,1000,2019-10-26,4,18,51.4,18.4,거,4,53.0,권동석,711,86.1
101,가성비,1:26.6,1000,2020-01-10,14,17,52.8,18.9,거,4,57.0,권동석,590,86.6
102,가성비,1:26.2,1000,2019-11-30,10,17,52.1,18.2,거,4,55.5,권동석,759,86.2
103,가성비,1:28.9,1000,2020-02-14,13,17,55.7,21.2,거,4,56.0,권동석,571,88.9
104,가속대왕,1:06.4,900,2014-08-16,10,17,42.8,14.7,암,4,55.0,김대연,123,66.4
105,가속대왕,1:05.9,900,2014-09-26,9,16,42.4,14.7,암,4,55.0,문성호,123,65.9
106,가속대왕,1:06.5,900,2014-07-05,20,16,43.5,15.4,암,4,55.0,김대연,123,66.5
107,가속대왕,1:14.0,1000,2014-10-18,5,16,42.9,14.7,암,4,55.0,김대연,123,74.0
108,가속대왕,1:14.6,1000,2014-12-12,16,16,45.4,16.4,암,4,55.0,김대연,123,74.6
109,가속질주,1:06.9,900,2016-04-29,12,18,42.1,14.0,암,3,55.0,정명일,439,66.9
110,가속질주,1:10.1,900,2016-01-22,13,17,46.3,15.5,암,3,55.0,정명일,652,70.1
111,가속질주,1:12.0,900,2016-06-04,15,17,47.9,16.4,암,3,55.0,이재웅,1349,72.0
112,가야무패,1:10.2,800,2017-09-15,6,19,51.6,18.6,수,4,57.0,권진영,667,70.2
113,가야무패,1:10.1,800,2017-05-19,6,19,51.4,18.1,수,4,54.0,권진영,246,70.1
114,가야무패,1:10.8,800,2017-08-05,6,19,52.3,19.5,수,4,57.0,박성광,188,70.8
115,가야무패,1:21.3,900,2017-07-14,6,19,53.5,18.5,수,4,57.0,권진영,513,81.3
116,가야무패,1:19.8,900,2017-09-29,6,19,52.4,18.9,수,4,53.0,권진영,1204,79.8
117,가야벌,1:14.4,800,2017-12-23,8,19,55.8,20.0,거,5,56.0,나유나,999,74.4
118,가야벌,1:15.8,800,2018-01-20,8,18,57.5,21.2,거,5,56.0,김경훈,592,75.8
119,가야벌,1:10.9,800,2018-06-30,20,17,53.7,20.0,거,5,56.0,심광선,719,70.9
120,가야벌,1:09.2,800,2018-12-21,17,18,51.5,18.0,거,5,56.5,정명일,537,69.2
121,가야벌,1:10.5,800,2019-02-02,18,18,52.5,18.7,거,5,58.0,권육,1100,70.5
122,가야벌,1:12.2,800,2018-08-31,6,18,54.1,19.4,거,5,55.0,정명일,493,72.2
123,가야벌,1:13.1,800,2017-06-30,10,18,55.1,21.0,거,5,56.0,배성아,1229,73.1
124,가야벌,1:13.5,800,2018-08-24,13,19,55.0,20.3,거,5,56.0,권육,785,73.5
125,가야벌,1:13.3,800,2019-05-10,4,18,55.0,20.2,거,5,58.0,박성광,580,73.3
126,가야벌,1:09.4,800,2019-03-16,4,18,51.8,18.9,거,5,58.0,정명일,642,69.4
127,가야왕,1:07.6,900,2016-07-29,4,16,44.6,14.8,수,4,51.0,이동준,582,67.6
128,가야왕,1:09.2,1000,2016-10-07,8,18,47.3,16.1,수,4,56.0,이재웅,292,69.2
129,가야왕,1:09.8,1000,2016-09-30,19,15,41.9,14.8,수,4,55.0,이재웅,943,69.8
130,가야왕,1:11.0,1000,2016-09-02,20,15,43.9,16.2,수,4,55.0,김대연,811,71.0
131,가야왕,1:26.2,1200,2016-11-26,7,15,44.5,15.7,수,4,56.0,이재웅,859,86.2
132,가야왕,1:26.9,1200,2016-12-23,18,15,44.8,15.9,수,4,57.0,장우성,869,86.9
133,가야왕,1:49.0,1400,2017-03-04,5,16,48.6,17.9,수,4,56.0,장우성,1719,109.0
134,가야정벌,1:08.7,800,2018-06-16,6,19,50.1,17.4,거,5,56.0,이재웅,291,68.7
135,가야정벌,1:09.0,800,2018-05-19,9,19,50.2,18.0,거,5,56.0,전현준,389,69.0
136,가야정벌,1:10.9,800,2018-04-07,12,19,52.0,18.2,거,5,56.0,전현준,1274,70.9
137,가야정벌,1:11.3,800,2017-05-06,8,19,52.6,18.6,거,5,55.0,권진영,372,71.3
138,가야정벌,1:09.0,800,2018-09-15,14,19,50.0,18.3,거,5,52.5,문현진,228,69.0
139,가야정벌,1:19.1,900,2018-11-17,11,19,51.4,18.2,거,5,51.0,문현진,1073,79.1
140,가야정벌,1:20.3,900,2018-12-15,11,19,52.5,18.1,거,5,51.0,문현진,867,80.3
141,가야정상,1:10.6,900,2017-09-01,6,17,46.2,16.1,암,4,56.0,조희원,589,70.6
142,가야질주,1:03.7,900,2017-04-15,7,16,41.3,13.9,암,3,55.0,원유일,690,63.7
143,가야질주,1:03.0,900,2017-05-27,6,15,41.5,14.8,암,3,55.0,김준호,997,63.0
144,가야탄생,1:11.1,800,2018-08-31,6,19,51.9,18.1,암,4,56.0,곽용남,444,71.1
145,가야탄생,1:10.2,800,2018-04-21,6,19,51.3,17.6,암,4,56.0,김경훈,660,70.2
146,가야탄생,1:09.0,800,2018-12-08,17,18,50.7,18.1,암,4,56.0,강수한,745,69.0
147,가야탄생,1:12.3,800,2018-10-12,6,19,53.0,18.4,암,4,56.0,곽용남,804,72.3
148,가야탄생,1:11.6,800,2018-02-03,15,17,54.2,19.8,암,4,55.0,곽용남,868,71.6
149,가야탄생,1:10.9,800,2018-03-17,8,18,52.6,18.2,암,4,56.0,곽용남,505,70.9
150,가야탄생,1:25.1,900,2019-02-22,10,18,58.9,22.9,암,4,58.0,장우성,1569,85.1
151,가온길,1:10.9,800,2019-01-25,4,19,52.4,18.2,거,4,57.0,곽용남,639,70.9
152,가온길,1:09.0,800,2019-09-06,20,19,50.5,18.1,거,4,58.0,김이랑,515,69.0
153,가온길,1:11.3,800,2019-07-20,20,18,53.2,19.2,거,4,57.0,곽용남,587,71.3
154,가온길,1:09.6,800,2019-12-20,12,18,51.6,18.8,거,4,55.5,김이랑,371,69.6
155,가온길,1:10.7,800,2018-12-21,17,19,52.0,18.8,거,4,56.0,김이랑,510,70.7
156,가온길,1:08.0,800,2019-04-06,4,19,49.2,16.5,거,4,55.0,곽용남,600,68.0
157,가온길,1:09.1,800,2019-08-09,4,19,50.5,17.7,거,4,58.0,김이랑,307,69.1
158,가온길,1:10.6,800,2019-03-01,6,19,52.1,18.0,거,4,59.0,곽용남,359,70.6
159,가온길,1:16.8,900,2020-02-07,6,18,51.3,18.1,거,4,52.5,심광선,1071,76.8
160,가온길,1:18.1,900,2019-09-20,4,18,52.2,18.7,거,4,57.5,김이랑,303,78.1
161,가온해,1:05.2,900,2014-12-05,19,16,42.1,13.7,암,7,53.0,김홍권,123,65.2
162,가온해,1:11.8,1000,2015-01-09,10,16,42.1,14.1,암,7,54.0,장우성,123,71.8
163,가온해,1:25.8,1200,2015-10-02,9,15,43.5,15.3,암,7,54.5,김홍권,123,85.8
164,가온해,1:42.6,1400,2016-12-30,10,17,41.8,13.8,암,7,61.5,김홍권,879,102.6
165,가온해,1:43.9,1400,2018-07-07,10,16,45.5,16.3,암,7,58.0,김용섭,954,103.9
166,가온해,1:41.9,1400,2017-07-01,7,16,41.7,13.9,암,7,60.5,김홍권,1091,101.9
167,가온해,1:39.9,1400,2016-09-10,5,16,41.1,14.4,암,7,54.5,김홍권,666,99.9
168,가온해,1:40.2,1400,2017-09-09,6,16,43.4,15.3,암,7,60.5,전현준,1583,100.2
169,가온해,1:45.1,1400,2015-09-18,9,16,43.2,14.6,암,7,56.0,문성호,123,105.1
170,가온해,1:39.0,1400,2016-06-11,5,15,41.9,14.2,암,7,53.5,김홍권,895,99.0
171,가온해,1:58.0,1610,2017-12-30,8,16,42.8,14.7,암,7,61.5,문현진,669,118.0
172,가온해,1:56.7,1610,2016-05-21,3,16,42.5,14.4,암,7,52.5,김홍권,940,116.7
173,가온해,1:59.1,1610,2018-03-03,8,17,41.8,14.6,암,7,58.0,전현준,918,119.1
174,가온해,2:00.0,1610,2018-08-04,10,18,48.5,16.6,암,7,55.5,김용섭,739,120.0
175,가온해,2:02.2,1610,2017-02-17,18,16,42.6,13.9,암,7,62.0,김홍권,728,122.2
176,가온해,1:58.6,1610,2016-08-27,6,17,42.0,13.8,암,7,53.0,문현진,593,118.6
177,가온해,1:57.8,1610,2017-08-19,8,17,43.5,15.0,암,7,60.5,원유일,668,117.8
178,가온해,2:05.4,1700,2017-12-23,8,16,41.4,14.3,암,7,61.5,전현준,735,125.4
179,가온해,2:06.5,1700,2018-06-16,6,15,45.0,16.1,암,7,58.5,김용섭,784,126.5
180,가온해,2:04.4,1700,2017-09-22,6,16,41.8,14.4,암,7,60.5,강수한,1079,124.4
181,가온해,2:11.6,1800,2016-10-01,16,15,41.4,14.0,암,7,58.0,김홍권,1007,131.6
182,가왕,1:19.5,800,2016-01-30,20,19,0.4,23.2,암,3,55.0,문성호,438,79.5
183,가을동화,1:04.4,900,2016-03-26,4,16,42.2,15.1,암,4,55.0,문성호,1351,64.4
184,가을동화,1:04.5,900,2016-07-02,18,16,41.6,14.5,암,4,55.0,문성호,865,64.5
185,가을동화,1:05.1,900,2016-08-05,7,16,42.2,14.4,암,4,55.0,문성호,593,65.1
186,가을동화,1:06.1,900,2016-04-22,9,16,42.6,14.3,암,4,55.0,문성호,715,66.1
187,가을동화,1:04.7,900,2016-06-03,5,16,41.6,14.7,암,4,55.0,문성호,581,64.7
188,가을동화,1:11.8,1000,2017-02-17,18,16,42.1,14.7,암,4,54.0,박기영,774,71.8
189,가을동화,1:11.0,1000,2016-09-30,19,16,42.1,14.8,암,4,54.0,문성호,659,71.0
190,가을동화,1:12.5,1000,2016-11-04,5,16,43.2,15.4,암,4,54.0,문성호,585,72.5
191,가을동화,1:12.1,1000,2016-08-26,5,16,42.5,14.8,암,4,54.0,문성호,580,72.1
192,가을동화,1:12.2,1000,2016-12-30,10,16,42.6,14.8,암,4,54.0,박기영,498,72.2
193,가을잔치,1:05.6,900,2016-12-23,18,16,42.7,15.2,암,4,55.0,유미라,791,65.6
194,가을잔치,1:06.7,900,2016-10-28,20,16,43.9,16.1,암,4,55.0,문성호,301,66.7
195,가을잔치,1:02.3,900,2017-03-10,6,15,40.6,14.1,암,4,54.0,유미라,658,62.3
196,가을잔치,1:07.8,900,2016-10-08,20,17,44.1,16.1,암,4,55.0,문성호,985,67.8
197,가을잔치,1:10.8,1000,2018-01-13,20,16,41.7,14.7,암,4,50.0,임재광,840,70.8
198,가을잔치,1:12.4,1000,2017-04-01,15,16,42.7,15.2,암,4,54.0,유미라,649,72.4
199,가을잔치,1:26.0,1200,2018-02-09,20,16,43.1,15.5,암,4,55.0,문현진,993,86.0
200,가을잔치,1:26.6,1200,2017-04-15,7,16,44.0,15.2,암,4,54.0,김용섭,1012,86.6
201,가을잔치,1:29.7,1200,2017-12-15,10,16,45.8,16.3,암,4,52.0,문현진,578,89.7
202,가을잔치,1:26.3,1200,2018-03-23,12,16,43.5,15.2,암,4,55.5,문현진,664,86.3
203,가을잔치,1:43.9,1400,2018-02-23,7,17,43.2,14.4,암,4,54.5,문현진,846,103.9
204,가을잔치,2:02.2,1610,2018-04-06,14,16,47.7,17.1,암,4,51.0,김재원,1017,122.2
205,가을잔치,2:00.5,1610,2018-05-19,9,16,45.2,15.7,암,4,54.0,김용섭,935,120.5
206,가을잔치,2:09.9,1700,2018-09-29,8,16,49.0,17.7,암,4,56.0,문현진,1249,129.9
207,가을향기,1:11.8,800,2016-05-27,8,18,53.8,19.4,암,4,55.0,김용섭,672,71.8
208,가인일등,1:04.1,900,2016-09-24,5,15,41.9,13.9,암,3,55.0,장우성,595,64.1
209,가인일등,1:11.4,1000,2016-11-11,11,15,43.0,15.1,암,3,54.0,김주희,663,71.4
210,가인일등,1:09.4,1000,2016-12-09,3,15,41.3,14.4,암,3,56.0,김경훈,779,69.4
211,가인일등,1:27.0,1200,2017-01-21,14,16,43.9,14.9,암,3,56.0,김경훈,501,87.0
212,가화,1:06.3,900,2015-01-23,14,16,43.1,13.7,수,3,52.0,문현진,123,66.3
213,가화,1:11.0,1000,2015-04-11,5,16,42.3,14.5,수,3,55.0,전현준,123,71.0
214,가화,1:27.6,1200,2015-06-13,5,16,41.8,13.4,수,3,55.0,문성호,123,87.6
215,가화,1:25.7,1200,2015-05-16,9,16,42.8,14.8,수,3,55.0,전현준,123,85.7
216,각시바위,1:10.0,800,2018-03-30,6,18,51.8,18.3,거,5,55.0,정명일,363,70.0
217,각시바위,1:07.9,800,2018-09-07,14,18,50.3,18.2,거,5,53.0,권육,280,67.9
218,각시바위,1:08.0,800,2019-03-23,9,18,50.2,18.0,거,5,54.5,전현준,770,68.0
219,각시바위,1:11.2,800,2018-02-10,20,19,52.5,18.9,거,5,57.0,정명일,503,71.2
220,각시바위,1:08.9,800,2018-06-01,6,18,50.5,17.9,거,5,54.0,박기영,924,68.9
221,각시바위,1:07.5,800,2018-07-06,15,18,49.3,17.3,거,5,54.0,권육,592,67.5
222,각시바위,1:10.0,800,2017-10-21,6,18,52.3,19.2,거,5,56.0,문성호,579,70.0
223,각시바위,1:08.2,800,2018-10-20,6,18,50.0,18.3,거,5,53.0,권육,928,68.2
224,각시바위,1:08.7,800,2019-05-31,10,18,50.5,17.7,거,5,56.0,나유나,443,68.7
225,각시바위,1:09.9,800,2018-08-10,6,20,50.0,17.9,거,5,55.0,권육,519,69.9
226,각시바위,1:11.1,800,2017-07-15,6,19,52.3,18.1,거,5,56.0,정명일,793,71.1
227,각시바위,1:07.9,800,2019-05-03,4,18,50.0,18.4,거,5,56.0,나유나,292,67.9
228,각시바위,1:10.1,800,2018-12-28,12,18,52.1,18.4,거,5,51.5,정명일,986,70.1
229,각시바위,1:23.5,900,2018-02-24,7,19,56.0,19.1,거,5,57.0,정명일,1386,83.5
230,각시바위,1:17.6,900,2019-08-31,6,18,52.0,18.4,거,5,57.5,이재웅,521,77.6
231,각시바위,1:16.7,900,2019-10-04,12,18,50.5,18.2,거,5,53.5,김대연,650,76.7
232,각시바위,1:30.1,1000,2019-12-20,12,19,54.9,19.9,거,5,54.0,원유일,636,90.1
233,간판스타,1:07.1,900,2016-01-08,9,17,42.8,14.1,암,3,55.0,원유일,890,67.1
234,간판스타,1:04.6,900,2016-02-13,20,16,42.0,14.4,암,3,55.0,원유일,664,64.6
235,갈색공주,1:06.7,900,2015-07-18,5,16,43.6,15.4,암,3,55.0,김경훈,123,66.7
236,갈색공주,1:08.4,900,2015-06-20,6,17,44.5,15.0,암,3,55.0,김경훈,123,68.4
237,갈색공주,1:07.6,900,2015-10-10,5,16,44.5,15.5,암,3,55.0,김경훈,123,67.6
238,갈색물결,1:11.8,800,2020-01-09,14,18,53.4,18.6,암,3,55.0,문현진,123,71.8
239,갈색물결,1:10.9,800,2020-01-18,10,18,52.6,19.7,암,3,54.0,문현진,526,70.9
240,갈색미인,1:14.4,1000,2014-02-15,11,16,45.0,16.7,암,4,54.0,심광선,123,74.4
241,갈색비마,1:05.2,800,2019-04-25,7,15,43.1,14.9,암,5,56.0,이동준,123,65.2
242,갈색비마,1:02.8,900,2019-05-04,4,15,41.1,14.2,암,5,54.0,권진영,448,62.8
243,갈색비마,1:03.8,900,2019-05-25,4,15,41.3,13.6,암,5,57.0,박성광,936,63.8
244,갈색비마,1:12.5,1000,2019-11-16,4,16,42.2,14.4,암,5,52.0,문현진,1069,72.5
245,갈색비마,1:10.8,1000,2019-06-21,5,16,41.7,14.0,암,5,52.5,문현진,866,70.8
246,갈색비마,1:10.0,1000,2019-08-03,4,15,41.8,14.8,암,5,52.0,김한남,1160,70.0
247,갈색비마,1:20.2,1110,2019-07-06,4,17,42.7,15.4,암,5,51.0,김한남,1571,80.2
248,갈색야망,1:10.5,800,2015-03-07,8,18,52.6,19.3,암,4,53.0,권진영,123,70.5
249,갈색야망,1:12.6,800,2015-02-14,7,19,54.0,20.1,암,4,55.0,권진영,123,72.6
250,갈색야망,1:09.7,800,2015-05-09,7,18,51.7,19.9,암,4,54.0,권진영,123,69.7
251,갈색야망,1:14.0,800,2014-01-18,12,18,55.8,20.0,암,4,54.0,강수한,123,74.0
252,갈색야망,1:09.2,800,2014-07-18,7,19,50.6,17.7,암,4,51.0,김준호,123,69.2
253,갈색여걸,1:03.5,900,2019-09-21,20,15,41.9,14.8,암,4,55.0,문성호,651,63.5
254,갈색여걸,1:05.9,900,2020-02-01,13,15,43.7,15.5,암,4,56.0,문성호,796,65.9
255,갈색여걸,1:05.5,900,2019-10-18,8,16,42.8,14.8,암,4,56.0,문성호,944,65.5
256,갈색여걸,1:06.1,900,2019-07-12,10,16,43.1,14.9,암,4,53.0,이소연,942,66.1
257,갈색여걸,1:04.9,900,2019-05-18,15,16,42.1,14.8,암,4,52.0,이소연,940,64.9
258,갈색여신,1:16.7,800,2014-05-24,4,18,58.6,23.1,암,3,55.0,김대연,123,76.7
259,갈색전차,1:04.5,900,2014-08-30,12,15,42.8,15.6,수,4,55.0,김경훈,123,64.5
260,갈색전차,1:13.1,1000,2014-10-31,20,15,44.3,15.9,수,4,55.0,김용섭,123,73.1
261,갈색전차,1:09.4,1000,2015-07-04,6,15,41.0,13.8,수,4,55.0,김경훈,123,69.4
262,갈색전차,1:13.3,1000,2014-10-10,5,15,45.3,15.8,수,4,55.0,김경훈,123,73.3
263,갈색전차,1:11.2,1000,2015-03-21,8,15,42.8,14.9,수,4,55.0,박기영,123,71.2
